Datetime,Tweet Id,Text,Username,Verified Status,Follower Count,Location,Reply Counts,Retweet Counts,Like Count,Media
2020-12-30 23:59:37+00:00,1344432987421757441,Dean not believing in climate change because it’s demons,probablydemons,False,97,Jerz,0,0,0,
2020-12-30 23:59:31+00:00,1344432961849057280,"@maxo531 @AtomsksSanakan @BridgetHolmstro @fcmfcs2019 @johnreyman2 @GerardMLaw @Bill_In_DC @MATTP1949 @MikeDel21893959 @damagedonegr @joetheatheistp @mentalmal1 @fishyfish67 @SpurglyD @Jamz129 @fknsavages27 @dense_evi @BubbasRanch @JamesRider3 @Willard1951 @jwickers @TheDisproof @richardwakelin3 @Anvndarnamn5 @91996340e81d45a @insane_voice @PaprikaLady @0Sundance @ammocrypta @B_Bolshevik100 @Mark_A_Lunn @Tangomitteckel @KCTaz @no2wind @Bananenrijperij @RelampagoBlanc2 @HtServadac @aSinister @LovePeaceJusti1 @OscarsWild1 @TQMKA @TruePat89736316 @Jaisans @tui_malila @Over400ppm @Schtickery @ClaudeL1979 @TurtleFL @Damo__73_ @thinks_about_it Thank you for your concern. I might equally suggest you take up some basic education on climate change. 

Perhaps start here :
https://t.co/FG1PbtJ1tC",Climatehope2,False,5857,,1,0,3,
2020-12-30 23:59:30+00:00,1344432957449064450,"The E.U.'s claim that China will improve it's carbon emissions levels to deal with climate change is beyond naive.

CCP are building more and more coal fired power plants not only in China but in 50 plus countries.

Most CCP industries take short cuts on pollution controls.",SayNoToSino,False,14441,Front Line Australia 🇦🇺,1,1,8,
2020-12-30 23:59:21+00:00,1344432919834746880,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/F6ESSlNpWi",sperlock222,False,2247,,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EqhimAkXUAYP_zr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqhimAkXUAYP_zr?format=jpg&name=large')]"
2020-12-30 23:59:00+00:00,1344432832274305024,"This summer, the world’s largest coral reef system, the Great Barrier Reef, suffered the worst mass bleaching outbreak ever witnessed. 

The reality is that at least 70% of the world’s coral reefs will soon be lost.

#ActOnClimate #ClimateChange https://t.co/JFOeWQNHgk",PaulEDawson,False,71409,"Glasgow, Scotland",0,30,37,
2020-12-30 23:58:45+00:00,1344432770899193859,"And will it apply to humans, too ?
Two nightmare scenarios for supremacists -
1. Everybody gets darker. No more white people !
2. Everybody gets lighter. How can we tell who the real white people are ?!
'Will climate change make animals darker or lighter?'
https://t.co/PH6bmOvqud",Earth_Media_,False,1081,New York,0,0,0,
2020-12-30 23:58:45+00:00,1344432769917718530,"@BerkmanOnlyfans @countrycommie0 @calebmaupin *to be clear, I'm not against nuclear energy. In the early 2000s I predicted its use would rise again in the future if we didn't do shit about climate change, which we haven't. But it can't replace extinct species or topsoil or anything except energy really",AnnaVolodova,False,1435,Susquehanna valley ,0,0,0,
2020-12-30 23:58:37+00:00,1344432734932910080,"Climate change is not going away!  We will suffer, all living creatures and plants w suffer so start praying, and vote for representatives who will be progressive!  https://t.co/yRKFiM6DJx",ejottweet,False,272,"California, USA",0,0,0,
2020-12-30 23:58:27+00:00,1344432696408227842,"It seems the LNP ignore advice from all types of experts if it interferes with their lethal plans of eradication of anything in their path of so-called 'progress'
Look at morrison in April 2019 regarding bushfires
Again, look at morrison about Climate Change 
Again, him &amp; Koalas",KazRockchick,False,1393,NSW Australia,3,5,4,
2020-12-30 23:58:10+00:00,1344432625377628161,"#2021PlotTwist
Sa lala ng climate change, magiging 4 seasons na sa Pilipinas.
#TheMorningRush @RX931",rudsantonio,False,414,Pasig City,1,0,2,
2020-12-30 23:58:07+00:00,1344432613214150656,"Kyoto Protocol made climate change WORSE.

Hmmm.",vanessacwills,False,847,"Auckland City, New Zealand",0,0,2,
2020-12-30 23:58:07+00:00,1344432613134655489,"@CheriDiNovo I was watching this today and I thought you might find it a thought provoking lecture. While I believe in man made climate change, I think we’re having the wrong conversation. This lecture provides context. https://t.co/31ws75XLt0",theMikeJoseph,False,242,Canada,0,0,0,
2020-12-30 23:57:42+00:00,1344432507702243328,"New Year’s resolution: Flatten the curve!
#climatechange",FFF_Aus,False,1815,"Great Southern Land, Australia",0,0,0,
2020-12-30 23:57:36+00:00,1344432480351240192,@MereSophistry Ten ways climate change is going to kill you. You wont believe number 10!,KianeCamui,False,71,,0,0,0,
2020-12-30 23:57:23+00:00,1344432427498921985,@simondolan It's all about climate change the whole lot of it said from start ain't gonna change me mind. It's an utter farce the lot of it. 100%,imtherealhomer,False,52,,0,0,2,
2020-12-30 23:57:20+00:00,1344432412219105285,@PaimonSr @walshness66 @bogieman1445 @gherkinstu @Spin_Assassin Did he do that? Nasty. But I did google rolling blackouts and low and behold this article about poor planning and impact of climate change https://t.co/VuBXXMse3d,PureShakti,False,1693,3rd Rock from the Sun,1,0,0,
2020-12-30 23:56:50+00:00,1344432289296621573,Maybe Republicans should watch The Day After Tomorrow to understand the affects of climate change,6foot1thighz,False,151,,0,0,1,
2020-12-30 23:56:22+00:00,1344432171482681344,#JasonKenneyTaughtMe that God will take care of everything including pollution. Why worry? #abpoli #AbLeg #climatechange #denier,Prairiedawg2015,False,794,Calgary and GTA,0,0,1,
2020-12-30 23:55:39+00:00,1344431990729281536,"Alright now, you're just getting downright sarcastic &amp; cynicalUpside-down face- how can you say """"Wonder Woman: 1984"" is a parade of neoliberal garbage.""?- that's not nice..

- being nice can go a long way to solving many problems my friend.. maybe not climate change.. or coups.. https://t.co/7s9SIMxldw",Sd25443413,False,14,Earth,1,1,1,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EqhhxHaXUAAY7bw.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EqhhxHaXUAAY7bw.mp4', bitrate=0)])]"
2020-12-30 23:55:29+00:00,1344431948391804928,"@AmiriKing @georgehahn @richardmarx And you do know that women in Pakistan are victims of gender murder, and healthy fish stocks in the Gulf are critically important for industries as well as climate change studies? All important to Americans yeah?",annhafter,False,204,Sacramento,0,0,0,
2020-12-30 23:55:13+00:00,1344431881715130378,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/oHX03eS1IW",sperlock222,False,2247,,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EqhhoilWMAEPQS3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqhhoilWMAEPQS3?format=jpg&name=large')]"
2020-12-30 23:55:00+00:00,1344431825607938050,"Throughout this election season, young voters and activists have forced climate change to center stage, and the Georgia runoff election is no exception. https://t.co/TaNp43rPsS https://t.co/cIGchSahJS",BulletinAtomic,True,70756,"Chicago, IL",0,2,4,"[Photo(previewUrl='https://pbs.twimg.com/media/EqMLSIaXYAIDlRQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqMLSIaXYAIDlRQ?format=jpg&name=large')]"
2020-12-30 23:54:51+00:00,1344431787313754112,"🆘 #BEES and #INSECTS dying at record rates are sign of #SixthMassExtinction
The die-offs are happening  because insects are losing their habitats to #farming and #urbanization. The use of #pesticides, fertilizers and #ClimateChange are also to blame. https://t.co/d0zcB5HDcy",pdjmoo,False,5553,USA and Global,0,2,1,
2020-12-30 23:54:16+00:00,1344431642694225920,@benjamzi @rudende We find it outstanding how good the information is on climate change. We can even sample from ice and soil and see how the atmosphere we breathe has tipped over generations. Is it a topic you are into?,smosadotcom,False,1116,"Cupertino, CA",0,0,0,
2020-12-30 23:54:12+00:00,1344431627410305027,"Apart from having a deeply funny name that so fits, I would like to ask Councillor Cutts (😂) on what she bases her scepticism? Just a feeling? Tea leaves? The voices? I think we should be told. 

#climatechange  https://t.co/WRxZb4sqc9",JohnHowarth1958,True,3590,"Newcastle, London, Brussels ",0,0,0,
2020-12-30 23:53:55+00:00,1344431556245544962,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/IsasyFSfyI",sperlock222,False,2247,,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EqhhWiNXIAIXLSS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqhhWiNXIAIXLSS?format=jpg&name=large')]"
2020-12-30 23:53:48+00:00,1344431525559939072,"""The major impacts of climate change have been felt through drought, flooding, sea level rise, stronger tropical storms, hurricanes, typhoons and cyclones and also melting of the glaciers.""

He forgot 'plagues of frogs'.

https://t.co/y7wFvFC8Qh",Mark_Wadsworth,False,797,,0,0,0,
2020-12-30 23:52:24+00:00,1344431173070630913,I don't think people understand (or care) how quickly climate change will accelerate as more sea ice vanishes. What's great for the shipping industry spells doom for everyone else.,Paul__Dawkins,False,556,,1,0,1,
2020-12-30 23:52:14+00:00,1344431130619961344,"Taking a deep breath as 2020 starts to come to an end, and I ponder what the next decade might look like if we fail to address the massive, gigantic, and humongous elephant in the room #climatechange 

https://t.co/evZBb78vrp https://t.co/ktWPAyL3Vd",smangubhai,False,5404,"Suva, Fiji Islands",4,15,34,"[Photo(previewUrl='https://pbs.twimg.com/media/Eqhgy-fVkAAciYz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eqhgy-fVkAAciYz?format=jpg&name=large')]"
2020-12-30 23:51:33+00:00,1344430959077314560,@ThatcheriteBish @tomhfh Wrong wrong. This limited deal will intensify the dialogue with China and make it possible to discuss human rights and climate change. We hope that UK’s poison about sovereignty will not be used by China as an argument to avoid a discussion about human rights. UK is just poison.,Roelandpaul,False,621,Amsterdam,2,0,1,
2020-12-30 23:51:25+00:00,1344430923484303360,What does @fairvote and #RankedChoiceVoting have to do with addressing the urgency of climate change and saving wilds? A lot. That's why I put RCV in my blog today! https://t.co/xCVr24zA4W,kingfisherquest,False,213,Oregon,0,0,0,
